ulasan_clean,sentimen,,,,,,
game terlaris nomor di playstore bugnya sudah tidak ke hitung tolong untuk garena di benerin gangguan yang merugikan contoh saya main eh bahkan masuk ke tanah tidak bisa nembak lagi saya kasih biasa dulu kalau sudah di benerin baru saya kasih tetap biasa akwowkwoak canda api gratis,negatif,,,,,,
assalamualaikum game nya bagus banget tapi mohon di perbaiki lagi ya garena karena setelah di diperbarui bulan april saya mengupdate sudah jam tetapi masih mohon di perbaiki lagi ya dan setelah saya diperbarui ada kekurangan lagi saat saya bermain game selalu ada gangguan dan lambat oleh karena itu di perbaiki lagi tidak cuman handphone iphone yang tidak susah untuk bermain tidak nge bug dan lambat tolong perbaikan lagi untuk yang handphone android supaya bermain dengan baik sekian terima kasih assalamualaikum,positif,,,,,,
game nya aku suka banget sih tapi jaringan nya sering banget lambat kalau main dan kadang nge bug tidak bisa nembak tidak bisa lompat dan tidak bisa lari game apa sih ini kok mikirin event dan collab saja pengalaman player tidak dipikirin aku kasih bintang lima lagi kalau sudah di fix gangguan sama lagi nya oke,positif,,,,,,
game ini bagus sangat bagus cuma ada beberapa gangguan yang bikin kami kecewa dan saat mendownload game gratis fire padahal jaringan tidak tetapi lama banget di unduh beda seperti dahulu cepat mohon di perbaikan beberapa kesalahan dan mohon maaf kalau ada kata menyinggung saya cuma ingin mengungkapkan apa yang kami rasakan hanya itu tidak bermaksud berlebihan sekali lagi mohon maaf sekian wassalammualaikum w ribu,negatif,,,,,,
we mau tanya map kalahari sudah ke unduh tapi hilang sendiri web event tidak bisa dibuka padahal sinyal tidak lte terus pas mau match kenapa tidak bisa masuk padahal spek handphone di atas rata ini kenapa saya tidak becanda ini demi kenyamanan saya main ff kalau begini terus dan tidak berubah sia saya login dan ngebabiskan kouta saja edit kalau rating ff semakin turun karena masalah kecil jangan salahkan kami sebagai player,negatif,,,,,,
game ini memang seru namun tolong garena perbaikan sistem matching yang kadang memakan waktu sangat lama kalau soal grafis dan gerakan karakter memang masih sangat kaku kalau bisa tolong ditingkatkan kualitas grafis dan animasi gameplay di next diperbarui selebihnya sudah lumayan,positif,,,,,,
menurut saya jaringan di perbaiki dahulu sebelum mengadakan colab karena kita butuh sinyal yang baik masa game lain saja bagus pas main kok sinyal jelek akan aneh setelah itu kalau bisa sensitif dan grafik agak di perbaiki jaringan tidak benar memberikan efek tidak benar juga payah memang,positif,,,,,,
sumpah disini aku sedikit kecewa dengan game ini dimana kalu lagi main push ranked saat mati di awal atau turunnya poinnya di rata sampai sedangkan ketika boyah dengan kil naiknya tidak nyampai garena tolong di sesuaikan lagi dan somoga garena bisa perbaikan game ini agar tidak ada lagi yang namanya cheater untuk sementara bintang dahulu,positif,,,,,,
wey kont uh dari dahulu main sampai sekarang kenapa sekarang banyak banget gangguan pertama pas masuk match kdang kalau lagi sama team tiba pas loading suka ke balik sendirinya ke loby dan itu sering banget kedua beberapa kali pas ganti skill char tapi pas masuk match char nya ikut ganti padahal cuma skill yang di ganti yang ketiga pas di dalam match speaker sama mic hilang terus dan yang trahir kadang beberapa kali damage ke musuh jarang masuk sekian dan terima kasih,negatif,,,,,,
geam nya bagus tapi tolong dari pihak garena saya ingin buat keluhan kalau diperbarui itu kenapa lama dan tolong turunkan ram geam nya karena saya harus hapus beberapa apl yang penting demi gratis fire dan setelah di diperbarui bahkan main nya patah sudah banyak teman saya pensi karena main nya patah tolong di perbaikan pihak garena,negatif,,,,,,
gratis fire game yang bagus game ini memberikan banyak event bagi survivornya yang baru bermain agar survivor tersebut merasa senang menerf atau buff senjata atau character jika ada yang salah dan tidak sesuai dan sering mengupdate menjadi terbaik,positif,,,,,,
gamenya bagus dari grafik hingga gameplay tapi ada satu masalah yaitu animasi yang terlalu kaku dan masalah render lambat seperti fps menjadi kecil padahal ram sudah sih itu saja masalahnya dan bagi kalian yang ketemu komen kayak begini gamenya jelek ¡ tapi boong kalian tandai spam ya nanti kalian di email sama playstore dan playstore ngucapin terima kasih karena telah menandai komentar ini sebagai spam kalian coba ya work kok saya sudah mencoba,negatif,,,,,,
ini yang ngakunya game nomor semenjak diperbarui jaringan bahkan makin kacau padahal ping dibawah tetapi tidak bisa jalan bahkan tidak bisa beli senjata pelayanan pelanggan tolong buat garena di benerin dulu soal sinyal dan gangguan baru updatesaya main whatsapp dan lain lain saja lancar masa pas main ff ping dibawah tidak bisa jalan dan gangguan,positif,,,,,,
game nya bagus tapi saya mohon jangan terlalu fokus buat ngembangin grafik tapi fokusin dahulu sama gangguan dan sistem game yang masih kurang optimal dari loading lama pengoptimalan sinyal gangguan damage dan gangguan lainnya tolong kepada pihak garena fokusin dahulu buat benerin kerusakan pada game nya,negatif,,,,,,
diperbarui terus gangguan bugnya tidak di perhatikan tolonglah gangguan bugnya tuh di perhatikan seperti gangguan damage masa sudah lebih damage tidak mati dan handphone nya yang krng cuman gangguan jringn juga jelas jringn kita bagus tapi malah tolonglah di perhatikan kita jadi krng nyaman mainin gamenya sekarang banyak plyer yang berhenti main ff krena faktor gangguan seperti itu tolong di perhatikan lagi kalau sudah lebih bagus saya ksih bintang sekian terima gaji,negatif,,,,,,
clash squad game fase cepat vs sekarang dibuka setiap hari atur keuangan kamu beli senjata dan kalahkan musuhmu realistis dan grafik halus kontrol yang mudah untuk digunakan dan grafik halus menjanjikan pengalaman bertahan hidup terbaik yang dapat kamu temukan di ponsel contact us pelanggan pelayanan https,positif,,,,,,
game ini bagus dan kami gampang dapat akan diamond dan item teman saya bilang game ini bagus senjata nya lengkap mode nya juga bagus ada mode rank clasic bermuda clasic kalahari purgytory traning clas squad rank clas squad game ini pokok nya bagus makanya saya kasih bintang dan satu lagi di mode traning ada bioskop nya tapi tidak bisa nyala tapi tidak apa oke segitu saja yang ingin saya sampaikan terima kasih semoga sukses garena dan semoga kantor anda kebakaran,negatif,,,,,,
aplikasi nya jelek tidak suka tapi boong aplikasi nya bagus tapi lebih asyik lagi kalau di tambahin mode zombie seperti di season saya kangan main game mode zombie tolong garena tambahin mode zombieb seperti season yang lalu,negatif,,,,,,
akurasi peluru nya jelek kalau sinyal jelek akurasi peluru nya kalau sinyal bagus harus pas ke tengah badan musuh entah karena otomatis aim sistem yang nganu peluru sama badan player error dan tidak akurat setiap nembak musuh pas lost connect setiap nembak taking damage terus peluru nya beda pas sinyal bagus rate taking damage cuman kadang beberapa peluru miss beda pas sinyal jelek yang akurat banget jadi tolong di perbaikin dan di perbagus sistem dan hal kecil sampai rinci dalam game nya,negatif,,,,,,
tolong dong garena saya baru main kok musuhnya sudah ada diamond lagi sih jadinya akan susah sama karakter kely kok tidak ada di shop jadi mau dapat karakternya bagaimana game nya sudah bagus kok cuman itu saja kekurangan nya kalau sudah di perbaiki saya diperbarui jadi bintang,negatif,,,,,,
saya rekomendasikan untuk memainkan game ini karena sangat seru dan bagus untuk dimainkan tetapi saya ingin mengasi saran kepada developer untuk mengasih lebih banyak kata untuk teks cepat yang posisi nya berasa di samping bawah kanan map saya sarankan untuk mengasih kata oke atau istilah meminta perlengkapan barang atau atackmen dan medkit cukup segitu saja saran saya,negatif,,,,,,
sekadar saran kalau bisa sedikit di persulit gameplaynya biar makin seru dengan otomatis aim saat pakai scope di hilangkan maka gameplay akan lebih seru karena dengan manual kontrol biar lebih dapat sensasi menegangkan dan setting kontrol hotkeynya bebasin lah biar bisa atur semuanya sampai ke tata letak map dan senjata,negatif,,,,,,
hmm game nya sudah bagus banyak karakternya dan bundle bundlenya keren tapi hanya ada kekurangan yaitu saat musuh atau teman afk di class squad yang gerakin akan bot tapi kenapa aim dari senjata botnya tembus rumah saya mohon developer untuk memperbaikinya sekian itu saja sudah kekurangan nya saya kasih bintang dahulu mohon perbaikan nya oke,negatif,,,,,,
game nya bagus dan seru tapi sejak ada skill chrono dan vector banyak players yang pensiun dan ganti game please skill chrono dihilangkan atau diganti skill nya dan vector tolong dihilangkan please mkin diperbarui jangan mkin aneh diperbarui nya garena,negatif,,,,,,
selamat anda kena senjata makan tuan yahhaaha untuk aplikasi nya bagus banget ff ini walau tidak sebagus grafisnya pubg bayar di tempat game ini punya mode grafik ultra yang saya suka karena itu sudah cukup karena tidak terlalu lambat di handphone dan saya juga tipe orang yang suka grafis menengah karena selain bagus juga tidak bikin lambat segitu dahulu edit yes upgrade tanpa gold,negatif,,,,,,
tolong perbaikan grafiknya dong dan sinyalnya tolong di perbaikan gamenya sudah mantap semangat salam booyah cuman kurang ituunya siihh kyaknya saran aku nanti kalok sudah benar dan bagus aku kasih bintang ya terima kasih garena,positif,,,,,,
yang paling bersinar di bawah the shining lite squad orang dengan sistem komunikasi dalam permainan buat squad mau sampai dengan pemain dan komunikasi dengan squad mau saat itu juga jawab panggilan tugas dan pimpin teman temanmu menuju kemenangan dan jadilah tim terakhir yang bertahan clash squad game fase cepat vs sekarang dibuka setiap hari atur keuangan kamu beli senjata dan kalahkan musuhmu realistis dan grafik halus kontrol yang mudah untuk digunakan dan grafik halus,negatif,,,,,,
assalamualaikum menurut saya game ini bagus sekali bagus untuk pengisi waktu luang apalagi dirumah tapi saya ada saran buat hapus duoble vector karena senjata itu sangat menyeresahkan sekali saat lagi war untuk semua yang ada di game ini bagus kok cuman satu saja hapusin senjata itu terima kasih karena kami sebgai pemain lama sangat risih atas kehadiran senjata terbaru itu oke sukses selalu,negatif,,,,,,
maaf nih saya sebenarnya suka game ini memiliki banyak fitur dan grafik yang memanjakan mata bagi saya sudah sangat senang tapi tolong semakin diperbarui banyak hal yang sangat tidak seimbang saya sangat kecewa tolong di perseimbangkan skin yang op karakter chrono op dan gangguan yang di pertegas itu saja dari saya semoga dengan pendapat ini game ini semakin berkembang,positif,,,,,,
kami player ram dan ram ingin mengusul kritik ketika diperbarui jangan terlalu besar karakter jangan di kurangi seperti crono saya susah top up nya kemarin dan kami sering mengalami lagi patah dan force close itu saja tolong di perhatikan ulasan saya ini terima kasih,negatif,,,,,,
game ini sangat bagus dan seri dan sangat menarik untuk di main akan tapi banyak gangguan tolong di perbaikan ya garena tapi sayang mb game nya sangat banyak handphone ram aku tidak mampu tapi karena game nya sangat enak dan bagus di main akan aku tetap main walaupun pata,positif,,,,,,
game ini perlu banyak perbaikan gangguan dimana mana kadang turun dari pesawat tiba nyungsep di dalam tanah dan langsung mati kadang badan separuh nyangkut di tanah or sangkut di bumbungan rumah dan tidak bisa keluar kadang tiba ada crono tidak berpenghuni merugikan pemain itu admin ditunggu perbaikan demi perbaikan agar game ini lebih baik lagi kedepannya mystery shop tolong dong tiap bulan diadakan supaya player diskonan tetap bisa diperbarui ep nya,positif,,,,,,
gamenya mantap tapi kenapa garena kok masih ada demage yang nge bug padahal sudah headshot ataupun kena badan tapi kok masih tidak mati damage juga tidak masuk kayak contoh di mode clash squad clasic maupun rank tolong di perbaiki lagi ya padahal juga jaringan telkomsel fpsnya fps tapi masih nge bug,negatif,,,,,,
aplikasi nya bagus tapi menurut saya ada kesalahan yaitu tentang jaringan menurut saya game gratis fire ini terlalu memakan kouta tapi kalau saya sih tidak masalah karena memakai wifi tetangga saja tapi buat yang tidak punya wifi tetangga bagaimana jadi pasti kouta mereka cepat habis dan by the way banyak banget yang komen aplikasi nya jelek tapi boong hayyuk itu tuh tidak baik jadi stop komen kayak begitu dan by the way kenapa selalu di diperbarui,negatif,,,,,,
untuk pihak garena tolong semua gangguan di ilangin terus banyak in nonton youtube nya biar tahu ada gangguan apa saja tapi sih bagus gamenya tidak mbosenin yang saya resah akan ada gangguan nya seperti gangguan demage gangguan gloo wall terus cheat nya dikurangi sudah begitu ya saya kasih rating bintang saja tapi tetap bagus game nya oke begitu saja yap,negatif,,,,,,
tolong pertimbangkan lagi untuk item senjata atau character baru yang akan di tambahkan karena banyak item skill character atau senjata yang membuat game jadi tidak seimbang seperti skill chrono effect skin senjata yang sangat tidak seimbang membuat resah para pemain ff terutama skilo chrono skill ini sangat menggangu keseimbangan game mohon untuk di nerf agar memiliki durasi untuk shield nya atau untuk mengurangi damage yang harus diterima untuk menghancurkan shield chrono sekian terima kasih,negatif,,,,,,
mohon maaf untuk developer game ff saya lama tidak bermain game ff dan ketika saya ingin bermain kembali ada satu skil yang menurut saya sangat tidak layak yaitu skill chrono karena pada saat vs itu yang tidak mempunyai chrono player akan kalah jika tidak punya glowall karena kita turun belum tentu dapat glowall untuk selebihnya sih sangat bagus tapi tolong di perbaikan lagi pada masalah skill tersebut terima kasih saya kasih bintang,positif,,,,,,
game ini lumayan seru dan juga eventnya lumayan banyak seru sudah pokoknya namun beberapa gangguan sering saya temui dan berbagai gangguan tersebut agak sedikit menjengkelkan saran saya event nya boleh saja dikurangi namun severnya harus di perbaiki agar pemain tidak mengalami gangguan,negatif,,,,,,
hilangin crono karena kami yang tidak memiliki crono sangat kesusahan dan kesulitan dalam melawan musuh jika musuh kami menggunakan crono dan banyak orang sudah oninstal ff karena skill itu dan bikin fitur biar bisa chat dalam game seperti ml dan pubg tolong di perbaikan karena banyak gangguan dan kenapa saat chat aku bahkan jadi a tolong di perbaikan dan di diperbarui lagi terima kasih,negatif,,,,,,
game nya sih sudah bagus tapi kekurangan dari game ini cuma satu gangguan lobi kok setiap kali saya login jaringan kok sibuk terus kenapa garena tolong lah perbaikan gangguan jaringan lobi nya agar kami bisa nyaman saat didalam loby maupun di dalam game nya terima kasih,positif,,,,,,
bagus gamenya sangat luar biasa grafiknya luar biasa lah bagus grafiknya oke dahulu akan grafiknya jelek sekarang grafiknya lumayan bagus sama orangnya tuh banyak yang main orangnya ramah sopan tapi sayangnya tidak punya tidak punya skin di ff itu langsung di kick itu yang aku tidak suka,negatif,,,,,,
gameenya sangat baguus dan menarik sekali sehingga tidak bosan memainkannya tapi sayang setelah ada character chrono yang fungsinya untuk berlindung para player tidak bisa war seperti dluu padahal sudah ada gloowal yang bisa di pakai untuk berlindung,positif,,,,,,
wajib memasang guys ini game seru banget tapi masih ada gangguan yang harus di perbaiki lalu kayak nya harus ada skin krod supaya menjadi lebih baik terus ditambah kendaraan seperti sepeda atau apa begitu yang menarik oke hanya itu saran dari saya terima kasih,positif,,,,,,
ini hanya saran walaupun terlambat tolong diperbarui berikut adakan hapus item even atau redem yang ada di vault item yang sudah terlewat kadaluarsa yang tidak dapat digunakan agar bisa dihapus karena terlalu menumpuk dan tidak bisa digunakan terima kasih garena,negatif,,,,,,
untuk garena yang terhormat saya player gratis fire battle grounds merasa kecewa dengan adanya gangguan damage bila saya menembak kepala musuh hanya mengalami yang namanya low handphone sedangkan pada tahun sebelumnya bila sekali peluru mengenai kepala musuh bisa knock ataupun dead saya mohon kepada pihak garena agar memperbaiki gangguan damage tersebut,negatif,,,,,,
perkecil dong data gamenya atau pemakaian ram nya di minimkan terus suara senjatanya di buat lebih adem sedikit jangan kayak audio jadul kasar suaranya saya suka suara ump adem nyaman di kuping walau tidak pakai peredam by the way map bermuda yang baru bagus jadikan map utama saja,negatif,,,,,,
kenapa pihak garena saya mau memberikan sedikit kritikan tentang permasalahan yang saya dapat baru ini yaitu selalu speed royal saya sudah bermain gratis fire kurang lebih setahun dan baru merasakan gangguan jaringan ini setiap login saya selalu speed royal padahal jaringan oke saya sudah coba memakai kouta dan wifi tapi hasilnya tetap sama saja yaitu speed royal dan jujur itu sangat mengganggu membuat saya sebagai player gratis fire aktif merasa sangat kesal mohon perhatiannya nick mr ch™ken,netral,,,,,,
bagus kok gamenya cuma sering kali tidak bisa masuk karena jaringan padahal jaringanya lancar saja buat buka yang lain bisa kenapa buat buka gratis fire tidak bisa terus seringkali keluar sendiri macet tidak bisa jalan tahu sudah knok dan aku coba login tidak bisa bahkan keluar waktu main sama squad harusnya kembali ke loby eh tiba keluar sendiri untuk pihak game tolong di benerin ya,positif,,,,,,
gamenya seru cuma ada sedikit kekurangan sensitifitasnya cahayanya walaupun sudah di redupkan di handphone kita tetapi masih bikin mata terasa sakit lama kelama an mainnya bagi pihak garena kalau bisa tolong di perbaiki lagi agar pada saat main lama tidak bikin sakit mata biar player nyaman main nya,negatif,,,,,,
tolong di perbaikan masalah jaringan nya padahal jaringan lancar nonton youtube lancar buka whatsapp fb instagram twitter lancar semua tapi pas main epep bahkan mental anying enak kalau cuma sekali ini tiap maen mental terus tolong garena perbaikan kalau masih begitu jaringan nya mending hapus saja game ini,positif,,,,,,
dulunya saya kira ini game bagus tetapi sekarang nambah bagus sorry sudah ngejek nih game developer tolong dong kenaps kalau ngepush rank score nya dikit nambah kalau langsung mati berkurang banyak banget saran aku jangan seperti ini dong orang susah menaikan scorenya mati langsung berkurang banyak itu saja,negatif,,,,,,
grafik nya mulai bagus tapi sayang nya setiap pagi jam sampai malam pasti ping nya keatas terasa cuma tengah malam sampai subuh saja bisa main nya jadi tolong di perbaikan ping nya supaya bisa main kayak game lain setiap waktu,negatif,,,,,,
game yang sangat menyenangkan feedback saya lebih di perbaikan lagi dalam gangguan damage gangguan tereliminasi dan kalau bisa setiap match itu ada ke rekaman gamenya seperti ml kalau nge record pas main suka ngeleg tidak seimbang bagi handphone kentang terima kasih mohon di perhatikan,netral,,,,,,
gamenya bagus cocok buat handphone kentang grafiknya bagus mudah untuk kill musuh karena aimnya otomatis setiap karakter memiliki skill skin senjata keren dan menambah dmg bisa sembunyi di dalam tong bukan game haram karena tidak sakit dimata bisa mabar bersama teman salam ff•ilham,negatif,,,,,,
tolong di perbaiki lagi gangguan nya banyak gangguan didalam game contohnya gangguan chrono walau dalam chrono tapi masih kena damage dari musuh dan ujung nya mati yang kedua itu ada gangguan damage sudah ngedamage musuh masih saja tidak mati gangguan paling ngeselin itu kalau gangguan sekecil itu saja tidak di perbaiki dan juga jaringan yang lagi tolong dong di perbaiki biar para player juga enak buat mainnya biar tidak dikit gangguan mulu oh iya ada lagi tolong kalau memberikan teman random itu ngotak bisa nya rank master ketemu platinum,negatif,,,,,,
assalamu alaikum wr wb perkenalkan saya orang gamenya sangat bagus dan menantang tapi tolong untuk developernya masuknya dipercepat soalnya di tempat saya susah buat mencari sinyal kadang sinyal bagus kadang sinyal jelek kannyeselin jadi jarang main tolong di perbaiki sudah itu saja tolong di perbaiki untuk developernya terima kasih wasalamu alaikum wr wb,negatif,,,,,,
tentang masalah koneksi dan sering terjadi keluar game saat masuk loading connection lost sudah mengirimkan laporan koneksi namun tidak terjadi perubahan mohon garena untuk meningkatkan kualitas game terutama bagian koneksi,positif,,,,,,
game nya cukup bagus namun menurutku skill dari beberapa character ada yang terlalu berlebihan contohnya seperti chrono saran saya skill character chrono sebaiknya di nerf misalnya jika yang menggunakan character itu tidak bisa menembak juga dari dalam karena munurut saya jika tidak bisa ditembak dari luar namun bisa menembak dari dalam itu curang sekali apalagi bagi player yang tidak punya character tersebut dan juga skill dari beberapa menurutku terlalu berlebihan,negatif,,,,,,
gamenya sudah bagus tapi tolong hilangkan gangguan demage kita jadi heran juga sudah sering kena pala tapi musuh tidak mati terus sama ada yang aneh sinyal bagus kuota banyak tapi kok suka tidak bisa masuk ke game sehabis ada logo garena bahkan loading terus tolong di perbaikan,negatif,,,,,,
gamenya sudah lumayan mantap dari sebelumnya tapi kalau bisa tolong tambahkan atau kendaraan lagi kalau bisa mobilnya yang bagus terus pentax tolong agar ditambahkan bangunan yang baru biar tidak bosan juga di tempt yang sudah lama contohnya peta bermuda terus tambahkan lagi kalau bisa untuk regionnya di tambah para pemain juga akan pengen tuh main dengan pemain luar seperti game sebelah pubg terima kasih salam boyah,positif,,,,,,
semakin lama makin tidak jelas berasa bukan perang sesungguhnya masa ada yang bisa pakai pelindunglah nambah darah pas lagi battle dan masih banyak lagi hahaha mending ff yang dahulu versi awal walau grafik tidak menarik cuma seru ini mah mengajarkan kita untuk terus topup updatenya tidak seru,positif,,,,,,
dari dahulu kekurangan nya banyak gangguan yang belum di perbaikan kasian minimal player yang device nya tidak support harus nge bug tidak jelas tolong lah minimal di perbaikan biar player main dengan tenang percuma kalau event bagus tapi gampang nge bug,negatif,,,,,,
bagus sih lumayan ya tapi bisa lah sinyal nya tuh di perbaiki wifi saya bagus kok pas di ff sinyal saya bahkan jadi jelek banget tidak jelas parah patah jangan diperbarui skin saja dong yang lain nya juga di diperbarui apalagi sinyal nya itu ganggu banget tolong pokoknya sinyal di perbaiki,negatif,,,,,,
garena tolong banget skill chrono yang pakai nya itu tidak bisa nembak kalau di dalam nya saya rasa itu yang main jadi pengecut tidak bisa bar dan itu juga menghambat ke yang tidak punya skill dan itu tidak adil disini kita bermain dengan one on one dan tidak ada pelindung selain eskepal,negatif,,,,,,
game ini sebenarnya bagus tapi ada masalah kadang ngebuk saat mode clasic clas sguad dan lain lain tolong di perbaiki dan lagi aku diperbarui bagian dalam gamenya sudah masa error gagal menyimpan dan jangan sering diperbarui di dalamnya padahal saya pakai aplikasi pembersih masa di dalamnya diperbarui lagi sudah berkali kali saya updatenya tolong di perbaiki masalah ini dan juga perbaikan costume collection kadanv gangguan hilang tolong di perbaikan,negatif,,,,,,
gamenya bagus lancar kadang lagi game adil cuma saran saya minimal high frame rate modenya bisa di semua handphone dong kayak dahulu untuk koneksi semua bagus ya cuma itu saja minimal hfrnya bisa di semua handphone semangat minimal untuk perbaikan selanjutnya,negatif,,,,,,
jika saya lihat dari segi grafik nya oke lah tambahin objek yang menarik supaya semakin banyak follower nya dan pemainnya dan tambahin carakter yang bisa ngalahin skil crono tambahin juga tempat yang bagus tambahin juga mode nya jadi para pemain tidak bosan memainkannya dan jika perlu mode yang dahulu dikeluarkan lagi saya mendukung itu dan tambahin juga ilustrasi di lobby itu akan menarik perhatian para pemain dan jika bisa colleb dengan alan walker itu sangat keren dan tambahin fitur pengaturan yang bagus,netral,,,,,,
game nya lumayan tapi tolong di otomatis aim nya di perbaharui biar agak mudah headshot dan kecepatan kendaraan nya tingkat akan jadi para citer perseimbangan nya begitu lo biar orang yang ngecit tu bisa di headshot kan maseh banyak tu yang pakai cit tapi belum ketahuan sama gratis fire nya,positif,,,,,,
game sudah bagus grafik lumayan tapi tolong lah sinyalnya di perbaiki saya sering mengalami masalah jaringan saat bermain tiba sinyal saya akan jadi tidak bisa gerak sekian dari saya tolong ya garena di perbaiki sinyalnya dan kalau bisa kasih lah elit pass gratis,positif,,,,,,
game nya asyik dan tidak berat amat cuman perbedaan settingan graphics nya terasa tidak ada bedanya dan kayak cuma dikasih shaders saja special effect dari costume dan senjata juga terasa kurang walaupun sudah menggunakan set grapics ultra dan sound effects untuk senjatanya juga terdengar kurang tolong di diperbarui untuk sound dari senjatanya untuk movements character nya juga masih terasa kaku apalagi movements dari musuh atau teman satu tim dalam pov player secara keseluruhan bagus kok,negatif,,,,,,
tidak seperti dahulu gratis fire dahulu tidak ada masalah tentang koneksi sedangkan sekarang sangatlah bermasalah karena jika saat menggunakan wifi bagus sedangkan saat menggunakan paket selalu lost connection saat hendak masuk kedalam game dan itu sangatlah berpengaruh bagi saya tolong garena segera perbaikan terima kasih,positif,,,,,,
game nya buriq sejak diperbarui map handphone ram gb serasa lebih berat dan grafiknya tolong agar sesuai dengan pengguna yang mengalami kesulitan penglihatan saya sekarang lihat ff ini serasa panas mata saya,positif,,,,,,
aplikasi gratis fire ini sungguh aneh developer kalau upgrade jangan terusan dong tidak ada kasihanya apa sama player miskin yang harus menghabiskan uang untuk membeli kuota saya tahu kalau game ini bagus tapi apa tidak kasihan pada player miskin yang tidak bisa main karena kuota nya habis dibuat untuk mendownload terus menerus,negatif,,,,,,
kenapa saya beri bintang game nya kalau bagus sih bagus tapi lama makin kesini makin kesini jadi malas mau main gara garena mengeluarkan doble vector kuharap vector tidak usah di senjata doble lah dan masalah saya cuma itu didoble vector,negatif,,,,,,
assalamualaikum wr wb sebener nya asyik tapi sayang damag nya kadang nge gangguan padahal sudah kena headshot tembakan pakai ump masa tidak mati musuh nya tolong ya bang garena di perbaikan gangguan damag nya itu sangat merugikan banget sekian wassalamualaikum wr wd,negatif,,,,,,
dari segi permainan yang mudah dimengerti grafik tolong ditingkatkan lagi cheaternya makin banyak tapi salut buat team garena sudah banyak juga yang di banned event yang dahulu keluar lagi lebih mentingin event dari pada gangguan banyak gangguan tolong di fixed,negatif,,,,,,
tolong di perbaikan maslah jaringan dan bugnya sering terjadi di saya gangguan damage dan ketika di lobby saya nge lagi dan di game play nya bagus jadi saya tegaskan ke pihak garena tolong di perbaikan sekian terima kasih game jelek masalah nya gangguan mulu gangguan jaringan dan yang lain lian,positif,,,,,,
gamenya bagus dan banyak event lagi tapi tolong dong garena perbaikan gangguan dari kursor pemain terkadang habis mati pemain tib tiba kursornya di bawah kaki atau di terlalu atas jadi waktu ngehadapi musuh tidak enak apa lagi yang di bawah saya sudah lumayan bisa headshot cuma karena kursor nya di bawah saya jadi susah untuk fokus main dan susah untuk nembak badan apa lagi kepala yang paling sering tertembak bahkan kaki bagaimana cara mau kill musuh begitu di pelayanan pelanggan atau pun training bisa hanya saja sulit,negatif,,,,,,
halo saya cuma mau bilang tolong di perbaikan lagi bugnya pingnya cheternya daan masih banyak yang perlu di perbaikan lagi tolong dong kalau kayak begini bisa entar semua player pada pensiun itu saja kalau menyinggung saya mintamaaf,negatif,,,,,,
game bagus tapi pas sudah level kenapa di riset lagi padahal sudah bagus akunnya tapi kenapa di reset saya coba masuk keluar masuk keluar tapi tetap tidak bisa tolong di perbaikan dan menghentikan para chet soalnya bikin resah dan menghentikan pembajakan,negatif,,,,,,
semenjak diperbarui kok tambah parah sih ada yang gangguan damage masuk game kadang tidak bisa padahal sinyal bagus aduh tolonglah garena di perbaikan lagi soal jaringan masa iya tiap ketemu musuh langsung naik giliran sudah mati baru turun lagi,negatif,,,,,,
game dengan grafik terbagus di android menurut saya cuma masih ada banyak gangguan yang harus di perhatikan salah satunya saat memasuki permainan terkadang agk tidak konek padahal sinyal tidak sudah jaringan oke untuk yang lain sudah oke lah terus berkembang garena gratis fire,positif,,,,,,
untuk game shotser ini banyak kekurangan dari garfik efek dan senjatanya ini yang saya kecewa ceat nya terlalu banyak dan ada yang player yang berkata buruk dan itu ada lagi darikita reload ini yang kurang mohon di tambah animasi reload senjata yang lebih realistis dan dibagian scope senjata nya tolong perbanyak oke kalau garena nabulin terima kasih,positif,,,,,,
game nya bagus tapi tolong ini ye perbaikan masalah jaringan karena banyak meresah akan player pas ngeloot bagus saja tapi pas war jaringan nya selalu tidak stabil saya pakai wilayah fi sama paket data sama saja sedikit saran saja,positif,,,,,,
tolong garena kenapa makin kesini gratis fire semakin rusak game nya pertama yang menurut saya merusak itu dahulu pas awal adanya vektor dan bisa dual vektor yang kedua skin crono tuh yang meresahkan ketika push rank atau main biasa itu sangat menyebalkan sekali lalu yang ke tiga ini kenapa sekarang jadi susah login gratis fire padahal sinyal bagus dan di cek nonton youtube lancar banget tapi pas ke gratis firee jadi jelek dan banyak loading mohon ke garena tolong di betulkan itu semua,netral,,,,,,
bugging saat gameplay nya sangat ganggu terutama stand menembak serta delay antara tembakan dan peluru yang bikin game tidak terasa menyenangkan bagi yang sudah terbiasa di fps mode classic juga cenderung berisi bot player yang mengesankan seolah olah di server ada pemain padahal hanya beberapa orang untuk kedepannya tolong perbaikan gangguan dan lebih tambahkan lagi sound effect dan kurangi kontras di terrain yang terasa mengganggu,negatif,,,,,,
sengaja saya kasih bintang karena sekarang game gratis fire kebanyakan gangguan damage gangguan kalau baru login tidak ada teman padahal ada gangguan kesalah sambungan saat baru masuk game dan yang paling aku sekarang agak malas bermain game gratis fire karena hal ini padahal sinyal bagus pink kok ngelek ya dan itu semua pun teman aku merasakan nya bukan aku sendirian tolong di perbaikan lah developer yang terhormat,negatif,,,,,,
