ulasan_clean,sentimen
tolong pihak garena perbaikan masalah bug damage karena saat saya bermain sering sekali nembak musuh tidak mati dan sekarang setelah diperbarui dowload data mau selesai kok tidak bisa di melanjutkan tolong di diperbarui kok tambah rusak ya,-1
mind saran saya untuk kedepannya ff lebih perbaikan lagi dari segi grafis tanah rumput dan lain lain kalau bisa tambahin fitur pintu nya kalau di gameplay nya sudah bagus dan satu lagi perbaikan bug yang ada misal pas mau masuk ke pertempuran masak kelempar ke lobby lagi,-1
masalah tetap ada di sinyal cheater kenapa meski sinyal bagus stabil kok masih bisanya lambat ping bisa mencapai ms tolong ya garena untuk memperbaiki masalah tersebut mohon kerja sama nya demi kelancaran dan kenyamanan player gratis fire,1
baik begitu saja jangan ngaku gamer kalau beda grafik saja ribut tk semua game itu sempurna butuh pengembangan untuk menjadi sempurna awal grafik gratis fire pun juga kayak bukan game daring namun dengan pengembangan menjadi lebih baik lagi game diciptakan untuk hiburan bukan untuk keributan,1
minimal tolong hilangkan map kalahari karena sangat mengganggu permainan mata dan pandangan dan map nya tidak enak tolong di respons minimal kebanyakan player tidak menyukai map baru ini kami lebih suka map purgatory dan bermuda karena pandangan jelas terima kasih dan cheater tolong di cek lagi minimal demi kenyamanan bersama,1
semuanya saya sudah suka but ada satu masalahnya tolong buat grafik yang lebih rendah lagi soalnya banyak player termasuk saya tidak bisa main dengan nyaman terus sudah begitu banyak yang pakai config buat atasi patah mereka dan mereka ke ban akan lebih baik buat grafik yang lebih smooth oke,-1
kami merasakan ketidak nyaman saat bermain gratis fire seiring dengan peng updatean kami merasa tidak nyaman kami nyaman gratis fire seperti dahulu dan map adanya map kalahari di rank membuat kami menjadi malas untuk bermain mohon untuk menghapus kalahari dari rank dan gameplay nya kembalikan seperti dahulu itu akan membuat kami para player akan menjadi semangat saat bermain,1
saya sangat kecewa dengan bug yang terjadi kemarin malam yaitu bug booyah tapi kekurangan bintang di clash squad saya sudah main x dan hasilnya pun sama tapi saat di relog dan memainkan kali bugnya hilang walaupun bugnya hilang saya tetap kecewa kalau tidak percaya coba cek nickname immagrow terus lihat replay video clash squad semoga dipertanggungjawabkan,1
downloadnya kecil tapi pas sudah main baru beberapa hari main paketan saya sudah kekuras gb cuman buat game ini padahal grafiknya biasa saja kalau mau kayak begitu tingkatkan lagi dong grafiknya baru tidak apa apa makan paketan banyak jadi sekarang kalau main ff harus tunggu di rumah takut paketan habis please tingkatkan lagi grafiknya terima kasih,1
tolong dong garena jangan cuman permainannya saja yang di diperbarui tapi kualitas sinyal dan grafis nya juga di bagusin dong akan aneh mainnya ketika main pubg handphone lanjar jaya tapi ketika main ff kok bahkan patah begitu tolong bantuan dan solusinya garena,1
game yang katanya burik bikin sakit mata tapi banyak yang main goods saya suka game satu ini pesan saya buat developer tolong tingkat in terus grafik nya dan tolong untuk masalah sinyal terkadang masih agak susah sinkron terima kasih,1
barusan tadi siang di perbarui sampai sekarang tidak bisa masuk kedalam game setiap game ya di perbarui seharusnya lasung bisa main untungnya tidak bergitu tertarik sama game ini kalau sampai tertarik bisa sia beli skin baju enakan main game gunship battle dan mobile legend,1
begini kalau masalah top up uangnya pulsanya cukup itu karena ada pemotongan atau biaya tambahan kalau mau top up air drop itu harus mempunyai pulasa membayar pulsa senilai karena ada biaya appn dan juga yang bilang lambat nya katanya sinyal bagus itu kalian salah karena itu jaringan kalian itu tidak kb melain akan cuma biasa atau handphone kalian segitu paham,-1
tolong pihak gerena gratis fire di buat tidak otomatis aim biar lebih menantang dan juga seru kalau otomatis aim bakalan lebih mudah tapi akan berbeda jika tidak otomatis aim mungkin memang lebih sulit tetapi itu yang terbaik saya tunggu diperbarui selanjutnya tolong di tanggapin saran saya,1
bagus banget bodo amat masalah grafik sedikit masukan mungkin bisa lebih di perbanyak map saja terus lebih tegas ke player yang pakai cheat itu sangat mengganggu suara kendaraan juga lebih di halus in biar tidak nutupin suara langkah musuh,-1
gamenya tambah lama tambah berat ram saja mulai terasa patah sering juga disaat lagi perang tiba pingnya merah hilang padahal jaringan dihp ada pas charakternya sudah mati eh pingnya kembali bagus lagi mohon ditindak melanjutkan minimal terima kasih,-1
saya kasih bintang soalnya sering banget leg apalagi pas ranked padahal sinyal bagus dan hape saya juga ram kok bisa sellu leg sudah pakai wifie juga ttep sama tolong di perbaikan lagi kalau begini terus lama playernya pada pindah ke game sebelah aduh,-1
sebuah game yang cukup bagus tetapi masih banyak yang harus di perbaiki misalnya bug yang sering terjadi saat awal game pelayanan pelanggan dimulai pada saat itu sering terjadi eliminasi entah kenapa dan untuk para cheater pihak garena sudah cukup epic dalam menangani nya salut buat garena semoga jaya terus dan peminat game gratis fire ini semakin digemari para gamers diindonesia maupun di manca negara,1
tolong di perhatikan masih banyak yang main curang masa dia bisa menembak dalam air terus kalau di tabrak pakai mobil bisa cepat bangun lagi juga kalau menembak bisa tembus tembok juga lain tempat bisa kena tolong penjelasan nya saya mohon kepada garena kalau bisa di buat kamera nya agak dekat seakan di dalam permainan tolonglah,-1
mungkin bisa di perbaiki lagi perkara sinyal pada saat main tidak tahu kenapa tiap mau war ping tiba naik padahal kuota data masih ada dan sinyal full mulai stabil lagi pada saat sudah dikill musuh giliran pada saat observe teman setelah mati sinyalnya lancar jaya mungkin bisa di tindak lanjut,-1
tolong kalau mau masuk gamenya dipercepat karena game freefire sekarang lama masuk kedalam gamenya tidak seperti dahulu baru berapa detik sudah masuk dalam game tidak menunggu bermenit menit seperti sekarang tolong di perbaiki dari pihak garena terima kasih,1
game tidak seimbang terutama mode ranked tier rendah bisa ketemu tier tinggi baik solo maupun squad yang jelas sudah pasti kalah item karakter akan sulit booyah terlalu banyak mode permainan yang seharusnya cukup untuk memperbaiki mode classic dan ranked match baik map yang di perluas atau ada signal tanda step musuh di belakang ini sangat berguna bagi kami player baru,-1
gamenya bagus tapi sayangnya ada yang kurang dari game ini yangkurang tolong garena perbaikan jaringanya padahal jaringan wifi saya stabil tapi tetap lambat tolong ya para staf garena di perbaiki juga untuk anak kecil garena itu berusaha memperbaiki gamenya jangan kalian suka mengejek walaupun bit tapi tetap nomor satu di play storeg,1
kok sekarang setelah sring diperbarui jadi kebanyakan lambat kenapa kok jadi ngepek ke signal aqu harap di kualitas jaringan nya bisa di perbaikan lagi biar ke dahulu tetap stabil wlwpun grapicnya tidak sebagus sekarang tetapi tidak pernah ada kata lagi yang qu mau ke dahulu sederhana tapi berkualitas jangan hanya terlihat berkualitas tetapi abal terima kasih,1
semakin kesini semakin jelek jangan hanya karakter dan skin saja yang di bagusi percuma skin dan senjata bagus tapi tidak bisa dinikmati tiap dalam game tahu keluar sendiri dari game lama tidak bakalan ada yang main jika server nya terus begini,-1
game nya bagus grafik lumayan tapi kok sinyal kadang suka up sendiri padahal sinyal tidak terus bug semakin banyak dari awal masuk lobi sampai main game nya kadang suka keluar sendiri dari game padahal sinyal memadai tolong perbaikan agar lebih bisa menjadi game terbaik,1
makin banyak nya diperbarui kok sering nge bug sih contoh nya pas saya lagi maen ranked saat saya ketemu musuh lalu saya serang pas sudah kena headshot × itu musuh nya tidak mati tolong kepada pihak garena agar bug damage dan tempat mohon di fix bug nya terima kasih,-1
ff di diperbarui sekarang bahkan hancur parah banyak bug di training ada di clash squad ranked juga ada terus masa main di classic sudah sampai kali main orangnya bahkan bot terus tolong di perbaikan dong kalau sudah di perbaikan baru aku kasih bintang lagi,1
tolong lah buat garena sinyal nya di perbaiki sinyal saya bagus di semua aplikasi tapi pas main ff patah itu yang buat saya kecewa tolong di perbaikan ya garena dan satu lagi tambahin dong di setiap rumah loot nya banyak sama event lama jangan di keluar in ya garena terima kasih,1
dear garena untuk semua bug nya tolong di perbaikan soal nya banyak bug yang kayak nge cheat dan kenapa setiap saya main kok selalu mendapat lagi padahal sinyal saya itu lagi bagus nya juga setiap saya mau login game pasti error itu kenapa tolong teruntuk pihak garena untuk segera di perbaikan soal nya itu mengganggu permainan banget sumpah game gratis fire ini lumayan bagus dari segi game play nya juga lumayan tapi masih terdapat banyak bug dan masalah,-1
saya banyak mengalami kendala saat main game ini yang playernya tiba muncul di blakang dan kalau pas lagi bertempur tiba musuh hilang entah kemana dan kadang kalau pas ketemu musuh jarak dekat agak patah karena jaringan kurang bagus padahal sinyal tidak data pun di atas ke biasa perdetik saya sampai turunin grafik ke mode smoot tapi tetap sama saja dan sudah banyak anak kecil dan palyer yang suka ngedok itu sangat menggangu sekali handphone saya sekarang layarnya jadi rusak gara sering saya banting,-1
ini game sangat mengecewakan padahal saya sudah bermain dari elitpass season yang buat saya muak dengan game ini banyak tingkah sekarang bukan kayak yang dahulu tidak ada banyak masalah ini kemarin saya main solo rangked masa mp vs famas kalah telak saya padahal jarak satu meter padahal karakter yang saya pakai hayato jota nikita dan kelly kok saya yang kalah akan sudah tidak benar ini game mp skin nya damage reload speed mungkin sudah saatnya saya pensiun dari game gratis fire,-1
untuk garena terima kasih karena setiap diperbarui di beri mudah main jadi lebih mudah tapi untuk glow wall mohon di percepat lebih cepat pemasangannya karena sekarang agak lambat dan saya mohon hapus bug headshot pada shotgun karena itu merugikan para pro player shotgun,1
kenapa setiap kali saya menang di clash squad ada saja yang tidak jelas dengan game ini sudah menang bukannya nambah bintangnya bahkan turun bintangnya bahkan berkurang dahulu sudah kali sekarang sudah kali bagaimana sih game ini tidak guna memang nih kalau kayak begini terus lama jadi game burik sudah nih teman saya juga ada yang turun berkurang bintangnya pas menang hih kalau mau buat game tuh lebih teliti lagi dong yang benar juga buatnya biar pada senang semua pas main sama tidak banyak kritikan,-1
game nya bagus sih main nya pun betah cuma yang saya alami dari dulu sampai sekarang setiap jumpa musuh atau dekat sama musuh pasti saja ngelaq dan patah garena tolong lah di perbaikan,-1
minta tolong diperbarui nya dipercepat dan proses membidiknya dipercepat biar tidak bosan main game ff dan kalau bisa jangan sering diarahkan di kalahari bikin sakit mata disaat bermain dalam game sinyalnya kadang tidak mendukung mohon di perbaiki,1
tolong di percepat setiap pembaruan nya padahal sinyal bagus jatingan bagus tapi pembaruan nya lama di tambah kalau main game nya juga kadang suka kadang padahal paket masih banyak sinyal bagus tapi kenapa begitu mencoba game lain bagus saja lancar saja kenapa fire faree kayak begini sekarang tolong perbaikan nya maksimalkan cepat kqn dalam perbaruan sama jangan ada masalah dalam bermain,1
makin kesini makin kurang jelas garena gratis fire tiba keluar sendiri padahal saya sinyal bagus tidak terus handphone baru malahan tidak kuat sering kali juga ke supend maaf perbaikan lah sistem nya sori kasih bintang karena saya kurang nyaman jadi nya semenjak abdet terus makin berat game nya,1
game ini sangat bagus tapi ada masalah yang mengganjal tolong pindahkan tombol setting kalu mau realod pasti kepencet dan itu lama untuk menunggunya sama perbaikan signalnya karena kalau main ranked pasti signalnya tolong di perbaiki terima kasih,1
saya suka game ini seru dan seni berperangnya sangat menarik dan ada tehnik khusus agar bisa mengalahkan musuh dengan cepat namun ada juga kekurangan dari game ini yaitu masalah server game nya yang kurang kuat untuk menunjang jaringan padahal saya main jaringan di handphone bagus tapi pada saat game play nya disaat ketemu musuh langsung naik ms nya mohon garena agar ditingkatkan lagi kualitas koneksinya,1
kepada garena tolong di perbaikan bug delay yang membuat glow wall terpasang lama dan masih terkena damage ketika bersembunyi di balik tembok dan bug peluru yang masih saya alami ketika nembak musuh sudah mengeluarkan damage lebih dari dan musuh pun tidak juga mati,-1
lumayan bagus tetapi jangan terlalu banyak upgred kasian ke handphone yang memo ram nya kecil jadi tidak bisa upgred harus ada aplikasi yang di buang sering uprged tetapi ke sistem jaringan bahkan tambah jelek tolong di perbaikan malasah sistem jaringan game nya,-1
woyy anjin kenapa nihh saya diperbarui tapi tidak ada angka persenya keluar saya lama tunggu sampai ketiduran tidak kayak biasanya cepat ke diperbarui ini makin hari makin membuat saya pusing padahal penyimpanan ruangan handphone saaya masih kalau misal penyimpanan full pasti ada tanda tandanya upadete sih tapi lama banget nunggunya kalau soal jaringan jaringanku tidak lte bagus tidak ngelek nonton vidioaja bagus tapi kenapa pas diperbarui ff tidak bisa tapi lama anjin ngelekk,-1
top up pakai pulsa cuma bisa kali saja saya top up ke kali bahkan pulsa diambil tapi diamondnya tidak masuk terus sering ketemu cheater dan juga bug bugnya bikin kesel kalau pas masuk ke game pas turun dari pesawat sering kena bug masuk ke dalam tanah dinding tembok aku sebagai player dari season sangat menyesal dengan pembaruan yang di upgrade karena lebih sering ketemu cheater bug top up pakai pulsa bahkan garenanya curang,-1
game nya bagus grafiknya bagus kontrolnya bagus tapi kenapa pas kena shoot orang nya tidak kelihatan padahal di petanya orang tersebut dekat dengan saya mohon dibenahi lagi dan kalau bisa di beri tanda location musuh nya,-1
masih sedikit ada bug sama tolong di perbaikan pingnya yang selalu ganti mulu sama leg padahal aku sudah pakai handphone yang ram tapi masih leg dan patah tolong buat developer tolong di benerin sudah cuman itu pendapat dari aku sekian dan terima kasih,1
saya merasa kecewa sebagai player dari season saya berharap bundle season old jangan sampai di gratiskan apalagi buat event yang gampang di dapat kami berjuang mendapatkan bundle itu keluar banyak uang dan waktu contohnya bundle zombie walau di gratiskan hanya hari saya rasa ada banyak player old yang kecewa tolong gm pikirkan player old jangan hanya pikirkan keuntungan untuk anda pribadi,1
garena mengapa setiap saya bermain mengalami drop frame rate grafik sudah saya turun akan menjadi smooth kualitas jaringan sudah bagus spesifikasi handphone yang mendukung memori internal yang kosong saya juga selalu bertemu cheater s yang mengganggu pengalaman bermain saya di tambah banyak yang berkata kasar terutama untuk anak di bawah umur tolong garena jawab keluhan kami yang selalu mengomentari banyak yang membutuhkan jawaban dari mau garena,-1
dahulu pertama main sih asyik saja tapi sekarang kok jadi aneh ya padahal jaringan saya bagus tapi kok pas mau main suka kembali sendiri saja ke beranda dan lagi saya pas main di rank suka seperti lambat begitu padahal jaringan saya bagus tapi pas ada lawan lambat begitu susah dikendalikan mohon di perbaikan kembali garena saya mulai tidak nyaman dengan game ini saya kasih bintang dahulu deh,1
singkat saja dari saya kenapa saya kesih bintang masalah jaringan cheater dan bug cuma hal itu saja masalah saya saat main game ini masalah grafik tidak pakai pintu itu mah tidak papa sebanding lh dengan penyimpanannya tolong perbaikan masalah di atas,1
saya nambah rating setelah lumayan lama mainkan game ini dan jujur apa yang dikeluhin oleh player lain saya juga mengalaminya tapi yang lebih mengecewakan lagi lantaran pihak developer yang tidak merespons memperhatikan ulasan playernya kalau masalah ulasan saja tidak diperhatikan yang terbilang masalah kecil bagaimana dengan gamenya yang sekali punya masalah itu masalah yang rumit masalah yang susah dibanding sekadar merespons ulasan jadi apakah gamenya juga diperhatikan perlu dipertanyakan terima kasih,1
tinggin grafik nya kalau bisa grafik smoot samain ke hd terus yang hd di tinggiin lagi biar tu pubg tidak bisa hina game ini kalau bisa set bundle lama jangn di keluar in itu akan sudah kelebihan bagi player yang lama yang ada set legend kalau di keluar in enak dong player baru bisa ngerasaain bundle set legend tahu itu bisa menguntungkan bagi garena ya karena player baru akan sultan jadi begitu saja terima kasih atas updatetan nya truss,1
saran saya di perbaiki lah permasalahan pada jaringan termasuk masalah citer yang merajalela jangan mentang sudah banyak mendapat uang terus kalian tidak memperhatikan keluhan dari penggunanya begini di mana pelanggan adalah raja jadi tolong berikan kami kenyamanan saat bermain saya sendiri kalau di hitung sudah habis juta an hanya untuk game yang semakin lama semakin tidak benar kadang keluar sendiri ping naik padahal jaringan sudah support tolong perbaikan,1
garena tolong baca ini bug analognya sering pindah tiba ke tombol tembak di ilangin dong dan kalau bisa analognya dia di tempat saja tolong di atasi kami player yang pindah dari game pubg tidak terbiasa main jari dan harus penyesuaian lama banget aku sudah main berbulan bulan tapi tidak bisa nyesuain karena sudah terbiasa dari pubg mohon di baca dan cepat di perbaikan terima kasih,-1
hadeuh kecewa di event rampage masa mendapatkan carnage pointnya pakai cara bug bukanya orang yang pakai bug terus menerus kena ban ini bukanya masalah kreatif atau pintar apalah dalam event itu tapi kalau pakai cara keluar masuk dengan memutuskan jaringan terus dihubungkan lagi apa itu fair setidaknya beri skin shotgunnya apa saja agar tidak kecewa sudah berusaha tapi taunya dapetinya dengan cara bug setiap event besar kenapa begini ya ada banyak kendala saja kalau tidak error pasti down,-1
saran sih game sudah bagus grafik bagus tolong opsi di map mode rank dbuat pilihan alias jangan dbuat random antara rampage dan bermuda karena saya tidak suka map rampage bikin sakit mata terus tolong perbaikan masalah sinyal sudah oke buat streaming aplikasi lain oke lancar tetapi saat main game ini sinyal langsung lagi lagsg merah,-1
yee sudah tidak ada bug sama sinyal lambat meskipun wilayah fi tidak terlalu kuat sinyal nya tapi ff nya masih bisa di mainin terkadang sinyal nya lambat aku suka banget sama ff dan diperbarui nya tapi masih ada permasalahan waktu ke luck royale ketika spin kadang sering kembali sendiri kok bisa ya tolong garena perbaikin pleasee nanti jika sudah di perbaikan aku mau kasih bintang salam booyah,1
ini game mohon di perbaiki ya dikasih pintu seperti maupun ping jaringannya yang masih buruk padahal jaringan saya tidak dan satu lagi cheaternya mohon dibasmi soalnya ini game sudah burik di tambah ada cheater jdinya makin burik grafik ditingkatkan lagi saya kasih bintang dulu kalau masalah di atas sudah di perbaiki aku tambah in lagi bintangnya terima kasih,1
tolong buat fitur koneksi internet data dan wifi dapat di gabung seperti kalau salah satu internet data wifi lagi kita dapat mengaktifkan fitur tersebut atau kedua jaringan sama lagi dan kita menyalakan fitur itu kita semua jadi tidak lagi lagi penggunaan nyalakan wifi dan paket data aktifkan fitur nya hasilnya kita bisa main sesuka kita tanpa lagi lagi semoga membantu,-1
percepatkan maintance ganti map rank jadi semula bila perlu hapus map kalahari kami mau berperang bukan mau ngendok lagi pula map nya bikin pusing kalau musuh sudah musuh dimana hargailah kami yang sudah lama main game ini dan sudah habiskan berjuta uang demi game gratis firee ini,-1
kenapa ff dari dahulu sampai sekarang masih ada banyak bug tolong di perbaiki dan saya main juga masih ada cheater dan juga masalah top up sering erorr selain itu saya player lama juga kecewa karena skin atau bundle dahulu kenapa muncul lagi saya sangat kecewa,1
kenapa setelah diperbarui banyak bug sinyal tidak kalau lagi main sinyal nya san pada hal sinyalnya bagus nyatanya game burik banyak yang rusak setelah diperbarui jadi malas main bangsat salam burikk,-1
tolong mode ranked kembalikan map purgatory kalahari terlalu banyak tempat terbuka jadi harus butuh gloo wall yang banyak pula dan kadang saya maen asal ketemu musuh kenapa selalu lambat akibat nya kalah mode ranked tolong perbaikan lagi ff yang sekarang tidak sebagus yang dahulu,-1
gratis fire sudah bagus sih game nya cuman sayang nya saya masih noob memainkannya hanya satu yang jadi masalah yaitu koneksi padahal sinyal nya sudah bagus tapi tetap saja kadang suka nge lagi garena tolong kok saya pas dapat di map kalahari di ranked suka lambat dan diturunin di akhir mulu,1
dahulu saya suka main gratis fire tapi setelah diperbarui kemare makin ada banyak bug yang tidak masuk akal dan saya main clash squad ranked menang tapi bahkan turun bintang nya dan itu bukan hanya saya yang mengalami sudah rusak ini game tolong di perbaikan lagi saya sebagai player old kecewa dengam game ini,1
garena tolong dong di ff di kasih pesan disamping nya seperti pubg soalnya setiap aku main kali pertarungan eh pas masuk tidak denger suara mereka juga tidak dengar suara saya jadi susah komunikasi jadi walaupun kita tidak bisa komunikasi lewat sura seridaknya kita pkai kata begitu terus kalau tiba keluar dari game terus masuk lagi bisa masuk di dalam pertarungan lagi dong akan tidak enak kalau afk begitu jadi ada tulisan masuk pertarungan lagi begitu kumohon di perbaikan lagi ya garena,-1
saya syak game ini menantang dan penuh dengan senjata bundle dan hal menarik namun untuk diperbarui akhir ini banyak para player yang merasa susah untuk naik pangkat sebab map yang digunakan di mode ranked kalahari yang terlalu banyak jurang terlalu open field dan warna map yang dapat merusak mata lagipula banyak yang merasa risih dan berharap kalau map yang dahulu purgatory dikembalikan lagi mungkin sekian dari saya untuk berkembanga dan kebaikan bersama terima kasih,-1
woy garena kenapa setiap saya ketemu musuh sinyalnya selalu giliran tidak ada musuh sinyalnya bagus terus kenapa setiap main di clas squat saya tidak bisa keluar dari basccamp nya jadi tolong ya kalau mau memperbaruhi atau diperbarui jangan grafiknya saja jaringannya juga dong,-1
masih buruk grafiknya tidak ada pintunya pakainnya terlalu alay terlalu banyak event sehingga orang menjadi cepat miskin karena membeli item yang berasa di game ini masih jauh dari permainan perang yang sesungguhnya pemainnya terlalu sedikit masa cuma per satu pertandingan masih burikk membuat mata sakit ketika memainkanya,-1
dear garena ini ada masalah baru aku main squad ranked match di kalahari masuk game nya terlambat tiba turun kondisi nge bug nya parah banget map nya kelihatan luas banget terus tidak ada analog loot shot scop sama tombol tas juga tidak ada adanya analog arah saja yang berfungsi terus juga posisi sudah turun di darat masih saja ada tulisan dikabin jadi cuma bisa jalan sama otomatis loot saja sampai sisa alive masih begitu saja nge bug nya parah banget tolong dong perbaikan,-1
saya sering sekali mengalami masalah jaringan yang buruk dan sangat parah padahal sinyal tidak xl dan pas buka yt lancar tapi pas buka ini game login saja tidak bisa memang dasar developer tidak guna yang ada dipikarannya cari untung cari uang tapi masalahnya tidak di perbaiki melulu huu?,-1
hei garena tolong perbaikan jaringan jangan hanya skin dan bundel saja yang di urus tapi perbaikan juga jaringannya masa di lobi jaringan normal setelah masuk permainan kok jadi kadang juga barusan saya main keluar sendiri tolong perbaikan jaringannya saya pemain lama ff jadi merasa terganggu karena masalah jaringan,1
tolong garena gamenya di perbaikan karena bug nya sangat menggangu saat bermain salah satu bug nya kalau lagi main clash squad tidak bisa beli perlengkapan karakter tidak bisa gerak dan masih banyak lagi tapi tidak saya sebutin dan satu lagi cheater mulai merajalela saya pernah ketemu cheater cheat nya itu kalau nembak sembarangan dia itu bisa mengenai musuh,-1
gare tolong perbaikan dong semenjak kalahari di ranket mact untuk mau login lama banget sampai menit baru bisa masuk padahal jaringan bagus kalau bisa kalahari cepat di hapuskan karena kasihan bagi pemain yang matanya kabur tidak bisa liatin posisi musuh,-1
sudah keren cuma tolong diperhatikan kemampuan server dan traffic main di mode classic dan ranked kalau sedang battle lebih sering lack dan frezze tapi ketika eksplorasi bahkan lancar satu lagi juga mohon perbaikan dan monitor pelaku cheat,1
gratis fire sekarang mengecewakan semenjak map purgatory dihapus dan diganti dengan map kalahari gratis fire mainnya tidak asyik lagi map kalahari terlalu besar dan gelap garena sangat mengecewakan coba kalu saat mau main gratis fire bisa memilih map sendiri agar bisa lebih enak dimain mapny tidak usah diacak agar pemain bisa nyaman dalam bermain terima kasih,1
garena tolong game ini aneh saat saya mainin pas belum ada musuh bagus terus saat saya ketemu musuh sinyalnya langsung jelek akan aneh tolong dong kalau habis diperbarui bahkan mangkin jelek kalau begini mungkin nanti mangki jelek rating game ini,-1
sedikit saran jika bisa diadakan mode baru contohnya terdapat orang dalam map dan masing dibagi ke dalam team jadi ada team dalam map team yang terakhir survive yang menang jika bisa juga permudah dalam komunikasi tiap team juga gamenya sudah menyenangkan hanya perlu beberapa tambahan yang berbeda dari game sejenis lainnya,1
garena tolong di perbaiki jaringan nya saya berkali kali mencoba masuk ke web event tapi tidak pernah berhasil masuk padahal jaringan handphone saya sedang bagus nya tolong di perbaiki garena semangat terus untuk meningkat akan game ini,1
iiri bilang box kenapa pas saya main damagenya sudah diatas dan kadang mencapai tapi musuhnya tetap tidak mati tolong lah garena agar di perbaiki bug nyawanya karena tidak enak banget pas mau booyah kejadian seperti itu,-1
game yang paling kusukai garena gratis fire karena di game ini banyak modenya loh mulai dari mode clasic ranked class squad dan juga ada clash quad ranked nah di dalam squad kita bisa ngobrol loh melalui earphone nya jadi tidak menyesal deh donlowoadnya bisa main game ditambah kita bisa ngobrol,1
untuk pihak garena tolong ke stabilan jaringan nya di perbaikan kalau saya lagi push rank atau main klasik itu jaringan nya selalu di atas seratus padahal sinyal nya bagus di sini untuk itu tolong di perbaikan kestabilan jaringannya dan saya hanya bisa memberi bintang,1
kenapa makin kesini jaringannya makin susah padahal dahulu sebelum di diperbarui jaringanku oke saja setelah selsai di diperbarui kok tambah jelek ya adek saya saja main pubg lancar jaya masa ff ini jringan lambat banget padahal main youtube ml bagus semua tolonglah perbaikan semua yang kedua tombol tembak semua di kembalikan seperti semula saja sekarang bahkan susah musuh nembak kadang bingung sama tombol es kepal sendiri kalau tombol yang dahulu enak karena sudah terbiasa halaa garena updatenya mengecewakan,-1
garena kami sebagai player merasa mengeluh ketika bermain di in game sinyal kami selalu down dan ketika di map kalahari sinyal kami juga benar down padahal sinyal nya bagus dan banyak paketnya kadang setiap masuk ke freefire sering muncul request time out untuk mencoba membuka vault dan collection jadi tolong garena segera di perbaikan masalah sinyal down kami sebagai player juga tidak merasa senang ketika main sinyalnya down,-1
maaf saya kasih bintang dahulu karena setiap main clash squad sering dapat tim cuma bertiga ya jadinya tidak seimbang tolong dong kalau clash squad tim nya harus seimbang jangan bertiga lawan ber empat mending kalau lagi mabar sama teman bisa memberikan tahu nya enak kalau sama orang lain akan tidak tahu ada musuh dimananya,-1
tolong tolong garena kenapa saya pakai indohome tetap saja sinyal nya jelek banget sedangkan saya main game lain lancar kenapa cuma di gratis fire saja sinyal nya jelek jadi main nya kurang enak mengambil lootan nya jadi lama tiba sudah knock lagi gara sinyal nya jelek mohon di perbaikan saya fans gratis fire tapi tolong di perbaikan sinyal nya agar main nya ramai dan yang awal nya pro player bisa tidak gg lagi gara sinyal nya jelek mohon maaf tolong di perbaikan lagi agar game tambah maju,-1
minimal masih ada banyak bug salasatunya adalah bug kita main clash squad dan tiba kita jatoh ke bawah tolong di perbaikan yang kedua bug nembus tembok ketika main clash squad padahal ping bagus terus yang ketiga bug tiba tereliminasi seakan akan kita itu afk aku bukan nya ngatain tapi minimal menghalang keseruan bermain kita meskioun itu kadang tapi akan kita kesal kalau kita tereliminasi begitu saja belum juga apa sudah tereliminasi nah minimal tolong bug di perbaikan lagi ya aku support,-1
pada pihak garena saya ingin meminta vault bagian kepala yang dahulu semakin tinggi level helm nya semakin berbeda helmetnya yang setiap level nya berbeda seperti dahulu kalau bisa tambah bajunya sekalian yang kalau bertambah tinggi level vest nya semakin berbeda bajunya itu saja terima kasih,1
diperbarui sekarang sangat buruk sekarang pencarian match mode ranked squad butuh waktu menit lebih dan untuk mode ranked solo duo bahkan tidak dapat menemukan match saat pencarian mode classic sudah tidak berguna entah itu mode squad duo solo pencarian match bisa sampai menit atau bahkan tidak bisa menemukan match,-1
menurut saya banyak kesalahan di game ini karena kenapa map yang lama di hapus kenapa tidak di gabung saja di mode ranked nya biar ada map dan satu lagi masih banyak bug nya serta kenapa event lama di keluar in lagi semoga di baca sama garena nya dan cepat di atasi,-1
saya sangat kecewa sudah beberapa tahun saya main kendalanya adalah gamenya masih burik tapi sekarang kok bahkan ditambah burik lagi ditambah peta kalahari di ranked peta yang sangat membingkungkan untuk game bit ini sangat tidak cocok dan merusak mata tolong kalahari rank dihapus saja,1
aku kurang suka sih sama gravik nya kurang real tapi aku sering main game nya dan nikmatin keaeruan nya aku juga pernah mencoba untuk top up dan lancar saja tidak ada masalah tapi ada masalah bagi saya yaitu grafik nya kurang bagus aku tidak kecewa kok sama map nya atau ff tidak ada pintu tidak kok bagus soal nya cuma ff yang bisa ngadirin game terbaik terima kasih,1
bagus banget ini game bikin kita semangat kembali yang pemain pemula ini masih mudah musuh nya kalau kita sudah level tinggi banyak kali musuh yang pro saya cuma bisa kasih bintang karena game ini suka macet padahal sinyal handphone saya banyak,1
tolong garena gratis fire perbaikan masalah ping sinyal tinggi saya top up terus tapi pelayanan tidak terjamin koneksi saya bagus buat unduh film lancar tapi ketika bermain gratis fire ping nya naik dan lagi tolong kalau diperbarui tidak perlu yang bagus sinyal baik saja sudah cukup,1
